Ticker,FiscalYear,PeriodEndDate,AnnouncementDate,ForecastDate,cfo_forecast,forecast_window_start,forecast_window_end,has_valid_cfo_forecast
LIMET.ST,2019,2019-12-31,2020-02-13,2020-06-30,91.8288835472379,2020-02-13,2020-06-30,1
LIMET.ST,2020,2020-12-31,2021-02-16,2021-04-27,99.7553347742498,2021-02-16,2021-06-30,1
LIMET.ST,2021,2021-12-31,2022-02-16,2022-04-21,93.2610843652112,2022-02-16,2022-06-30,1
LIMET.ST,2022,2022-12-31,2023-02-16,2023-06-30,148.148413434775,2023-02-16,2023-06-30,1
LIMET.ST,2023,2023-12-31,2024-02-14,2024-04-29,202.123018162834,2024-02-14,2024-06-30,1
LIMET.ST,2024,2024-12-31,2025-02-12,2025-06-26,207.469842206164,2025-02-12,2025-06-30,1
LINK.OL,2020,2020-12-31,2021-02-16,2021-05-14,388.39999,2021-02-16,2021-06-30,1
LINK.OL,2021,2021-12-31,2022-02-10,2022-05-11,580.0,2022-02-10,2022-06-30,1
LINK.OL,2022,2022-12-31,2023-02-16,2023-05-11,551.26667,2023-02-16,2023-06-30,1
LINK.OL,2023,2023-12-31,2024-02-15,2024-05-14,631.3,2024-02-15,2024-06-30,1
LINK.OL,2024,2024-12-31,2025-02-13,2025-06-24,701.65,2025-02-13,2025-06-30,1
LOGIa.ST,2023,2023-12-31,2024-02-16,2024-02-19,-76.3790414624555,2024-02-16,2024-06-30,1
LOGIa.ST,2024,2024-12-31,2025-02-13,2025-05-08,565.585406277953,2025-02-13,2025-06-30,1
LOOMIS.ST,2013,2013-12-31,2014-02-04,2014-06-12,1567.52729827499,2014-02-04,2014-06-30,1
LOOMIS.ST,2014,2014-12-31,2015-02-04,2015-06-25,1932.15958076568,2015-02-04,2015-06-30,1
LOOMIS.ST,2015,2015-12-31,2016-02-04,2016-06-27,2253.48749751633,2016-02-04,2016-06-30,1
LOOMIS.ST,2016,2016-12-31,2017-02-01,2017-06-29,2499.68104772937,2017-02-01,2017-06-30,1
LOOMIS.ST,2017,2017-12-31,2018-01-30,2018-06-25,2554.30703215961,2018-01-30,2018-06-30,1
LOOMIS.ST,2018,2018-12-31,2019-01-30,2019-05-02,2792.62517098435,2019-01-30,2019-06-30,1
LOOMIS.ST,2019,2019-12-31,2020-02-05,2020-06-30,3072.14045799888,2020-02-05,2020-06-30,1
LOOMIS.ST,2020,2020-12-31,2021-02-03,2021-05-07,3267.55438250129,2021-02-03,2021-06-30,1
LOOMIS.ST,2021,2021-12-31,2022-02-03,2022-06-30,3784.08811124485,2022-02-03,2022-06-30,1
LOOMIS.ST,2022,2022-12-31,2023-02-02,2023-05-05,4768.68412646772,2023-02-02,2023-06-30,1
LOOMIS.ST,2023,2023-12-31,2024-01-31,2024-05-08,5122.41559204428,2024-01-31,2024-06-30,1
LOOMIS.ST,2024,2024-12-31,2025-02-05,2025-05-07,4978.53980284957,2025-02-05,2025-06-30,1
LSG.OL,2013,2013-12-31,2014-02-25,2014-06-19,1715.66667,2014-02-25,2014-06-30,1
LSG.OL,2014,2014-12-31,2015-02-24,2015-05-27,1503.0,2015-02-24,2015-06-30,1
LSG.OL,2015,2015-12-31,2016-02-23,2016-06-03,1912.9875,2016-02-23,2016-06-30,1
LSG.OL,2016,2016-12-31,2017-02-21,2017-06-30,3585.11111,2017-02-21,2017-06-30,1
LSG.OL,2017,2017-12-31,2018-02-27,2018-06-29,3053.625,2018-02-27,2018-06-30,1
LSG.OL,2018,2018-12-31,2019-02-26,2019-06-19,3384.21667,2019-02-26,2019-06-30,1
LSG.OL,2019,2019-12-31,2020-02-25,2020-06-29,2169.28333,2020-02-25,2020-06-30,1
LSG.OL,2020,2020-12-31,2021-02-19,2021-05-21,2408.0,2021-02-19,2021-06-30,1
LSG.OL,2021,2021-12-31,2022-02-17,2022-06-13,3113.16667,2022-02-17,2022-06-30,1
LSG.OL,2022,2022-12-31,2023-02-21,2023-06-07,3108.7,2023-02-21,2023-06-30,1
LSG.OL,2023,2023-12-31,2024-02-28,2024-06-06,3675.33333,2024-02-28,2024-06-30,1
LSG.OL,2024,2024-12-31,2025-02-28,2025-06-26,3415.4,2025-02-28,2025-06-30,1
LUMO.HE,2018,2018-12-31,2019-02-14,2019-06-07,1162.89723862078,2019-02-14,2019-06-30,1
LUMO.HE,2019,2019-12-31,2020-02-13,2020-05-08,3317.8248119435,2020-02-13,2020-06-30,1
LUMO.HE,2020,2020-12-31,2021-02-18,2021-02-19,3263.07479794981,2021-02-18,2021-06-30,1
LUMO.HE,2021,2021-12-31,2022-02-17,2022-05-12,3295.62440275979,2022-02-17,2022-06-30,1
LUMO.HE,2022,2022-12-31,2023-02-15,2023-06-30,3494.6180516916,2023-02-15,2023-06-30,1
LUMO.HE,2023,2023-12-31,2024-02-15,2024-05-15,3108.18656891017,2024-02-15,2024-06-30,1
LUMO.HE,2024,2024-12-31,2025-02-13,2025-06-09,2809.08770527374,2025-02-13,2025-06-30,1
LUOTEA.HE,2013,2013-12-31,2014-02-05,2014-05-13,559.561590170179,2014-02-05,2014-06-30,1
LUOTEA.HE,2014,2014-12-31,2015-02-04,2015-05-04,683.015871292933,2015-02-04,2015-06-30,1
LUOTEA.HE,2015,2015-12-31,2016-02-03,2016-05-19,777.133639520556,2016-02-03,2016-06-30,1
LUOTEA.HE,2016,2016-12-31,2017-02-01,2017-06-20,730.079942103212,2017-02-01,2017-06-30,1
LUOTEA.HE,2017,2017-12-31,2018-01-31,2018-04-30,880.733436390425,2018-01-31,2018-06-30,1
LUOTEA.HE,2018,2018-12-31,2019-01-30,2019-04-30,977.27575533275,2019-01-30,2019-06-30,1
LUOTEA.HE,2019,2019-12-31,2020-01-29,2020-05-22,840.349072953795,2020-01-29,2020-06-30,1
LUOTEA.HE,2020,2020-12-31,2021-01-28,2021-05-01,829.381557283467,2021-01-28,2021-06-30,1
LUOTEA.HE,2021,2021-12-31,2022-01-27,2022-06-22,946.124619659384,2022-01-27,2022-06-30,1
LUOTEA.HE,2022,2022-12-31,2023-02-09,2023-06-27,1042.13044526515,2023-02-09,2023-06-30,1
LUOTEA.HE,2023,2023-12-31,2024-02-09,2024-04-30,899.568844463286,2024-02-09,2024-06-30,1
LUOTEA.HE,2024,2024-12-31,2025-02-13,2025-06-25,955.962621398841,2025-02-13,2025-06-30,1
MAERSKb.CO,2013,2013-12-31,2014-02-27,2014-06-30,65453.841489168,2014-02-27,2014-06-30,1
MAERSKb.CO,2014,2014-12-31,2015-02-25,2015-06-29,69810.293276064,2015-02-25,2015-06-30,1
MAERSKb.CO,2015,2015-12-31,2016-02-10,2016-06-27,54632.092095012,2016-02-10,2016-06-30,1
MAERSKb.CO,2016,2016-12-31,2017-02-08,2017-06-30,53030.248188078,2017-02-08,2017-06-30,1
MAERSKb.CO,2017,2017-12-31,2018-02-09,2018-06-20,38514.464224808,2018-02-09,2018-06-30,1
MAERSKb.CO,2018,2018-12-31,2019-02-21,2019-06-28,40010.375088229,2019-02-21,2019-06-30,1
MAERSKb.CO,2019,2019-12-31,2020-02-20,2020-06-29,39538.973598804,2020-02-20,2020-06-30,1
MAERSKb.CO,2020,2020-12-31,2021-02-10,2021-06-23,109564.574366055,2021-02-10,2021-06-30,1
MAERSKb.CO,2021,2021-12-31,2022-02-09,2022-06-15,282375.873091096,2022-02-09,2022-06-30,1
MAERSKb.CO,2022,2022-12-31,2023-02-08,2023-06-27,96105.485396892,2023-02-08,2023-06-30,1
MAERSKb.CO,2023,2023-12-31,2024-02-08,2024-06-07,61158.06704,2024-02-08,2024-06-30,1
MAERSKb.CO,2024,2024-12-31,2025-02-06,2025-06-27,86166.127069737,2025-02-06,2025-06-30,1
MAHAa.ST,2017,2017-12-31,2018-02-27,2018-05-30,188.1377,2018-02-27,2018-06-30,1
MAHAa.ST,2018,2018-12-31,2019-02-28,2019-05-29,490.1008,2019-02-28,2019-06-30,1
MAHAa.ST,2019,2019-12-31,2020-02-28,2020-06-23,306.522352929,2020-02-28,2020-06-30,1
MAHAa.ST,2020,2020-12-31,2021-02-26,2021-05-31,407.9642,2021-02-26,2021-06-30,1
MAHAa.ST,2021,2021-12-31,2022-02-28,2022-06-24,964.1338,2022-02-28,2022-06-30,1
MAHAa.ST,2022,2022-12-31,2023-02-28,2023-06-15,-83.9016,2023-02-28,2023-06-30,1
MAHAa.ST,2023,2023-12-31,2024-02-27,2024-05-29,-63.552,2024-02-27,2024-06-30,1
MAHAa.ST,2024,2024-12-31,2025-02-27,2025-05-25,-30.2478,2025-02-27,2025-06-30,1
MATAS.CO,2014,2014-03-31,2014-06-04,2014-06-23,519.066979685703,2014-06-04,2014-06-30,1
MATAS.CO,2015,2015-03-31,2015-05-28,2015-05-29,625.849772375691,2015-05-28,2015-06-30,1
MATAS.CO,2016,2016-03-31,2016-05-27,2016-05-30,637.829240620085,2016-05-27,2016-06-30,1
MATAS.CO,2017,2017-03-31,2017-05-30,2017-06-06,640.865993813307,2017-05-30,2017-06-30,1
MATAS.CO,2018,2018-03-31,2018-05-30,2018-06-04,547.774067084715,2018-05-30,2018-06-30,1
MATAS.CO,2019,2019-03-31,2019-05-28,2019-05-29,617.613441696957,2019-05-28,2019-06-30,1
MATAS.CO,2020,2020-03-31,2020-05-27,2020-06-09,882.725722064214,2020-05-27,2020-06-30,1
MATAS.CO,2021,2021-03-31,2021-05-27,2021-05-28,924.675089779119,2021-05-27,2021-06-30,1
MATAS.CO,2022,2022-03-31,2022-06-01,2022-06-02,990.540105483708,2022-06-01,2022-06-30,1
MATAS.CO,2023,2023-03-31,2023-05-31,2023-06-01,1142.31985952945,2023-05-31,2023-06-30,1
MATAS.CO,2024,2024-03-31,2024-05-28,2024-05-29,1503.0857672425,2024-05-28,2024-06-30,1
MCOVb.ST,2017,2017-12-31,2018-02-09,2018-05-07,539.183159500793,2018-02-09,2018-06-30,1
MCOVb.ST,2018,2018-12-31,2019-02-15,2019-06-04,707.137779727951,2019-02-15,2019-06-30,1
MCOVb.ST,2019,2019-12-31,2020-02-14,2020-06-23,845.031656660901,2020-02-14,2020-06-30,1
MCOVb.ST,2020,2020-12-31,2021-02-12,2021-04-26,1325.89167082684,2021-02-12,2021-06-30,1
MCOVb.ST,2021,2021-12-31,2022-02-11,2022-06-23,1677.55024729033,2022-02-11,2022-06-30,1
MCOVb.ST,2022,2022-12-31,2023-02-17,2023-05-08,1737.41746995906,2023-02-17,2023-06-30,1
MCOVb.ST,2023,2023-12-31,2024-02-09,2024-04-29,2271.28553359345,2024-02-09,2024-06-30,1
MCOVb.ST,2024,2024-12-31,2025-02-12,2025-06-16,3156.67098783787,2025-02-12,2025-06-30,1
MEDIVIR.ST,2013,2013-12-31,2014-02-24,2014-06-24,607.072847091025,2014-02-24,2014-06-30,1
MEDIVIR.ST,2014,2014-12-31,2015-02-27,2015-05-06,390.593671455857,2015-02-27,2015-06-30,1
MEDIVIR.ST,2015,2015-12-31,2016-02-18,2016-06-15,-132.959983632403,2016-02-18,2016-06-30,1
MEDIVIR.ST,2016,2016-12-31,2017-02-17,2017-04-09,-189.825035546199,2017-02-17,2017-06-30,1
MEDIVIR.ST,2017,2017-12-31,2018-02-14,2018-04-27,-352.946264381093,2018-02-14,2018-06-30,1
MEDIVIR.ST,2018,2018-12-31,2019-02-14,2019-05-03,-246.600037739805,2019-02-14,2019-06-30,1
MEDIVIR.ST,2019,2019-12-31,2020-02-13,2020-05-08,-112.706345510861,2020-02-13,2020-06-30,1
MEDIVIR.ST,2020,2020-12-31,2021-02-26,2021-06-09,-74.7309389790706,2021-02-26,2021-06-30,1
MEDIVIR.ST,2021,2021-12-31,2022-02-15,2022-06-21,-75.0674527741476,2022-02-15,2022-06-30,1
MEDIVIR.ST,2022,2022-12-31,2023-02-15,2023-04-28,-65.3348812253061,2023-02-15,2023-06-30,1
MEDIVIR.ST,2023,2023-12-31,2024-02-15,2024-05-02,-84.1253714317256,2024-02-15,2024-06-30,1
MEDIVIR.ST,2024,2024-12-31,2025-02-18,2025-06-16,-62.9254581110432,2025-02-18,2025-06-30,1
MEKKO.HE,2013,2013-12-31,2014-02-05,2014-05-30,57.1523313978846,2014-02-05,2014-06-30,1
MEKKO.HE,2014,2014-12-31,2015-02-10,2015-06-05,66.2317640915101,2015-02-10,2015-06-30,1
MEKKO.HE,2015,2015-12-31,2016-02-11,2016-06-15,58.5977452574465,2016-02-11,2016-06-30,1
MEKKO.HE,2016,2016-12-31,2017-02-09,2017-05-11,79.8364015509433,2017-02-09,2017-06-30,1
MEKKO.HE,2017,2017-12-31,2018-02-15,2018-05-11,113.375178136569,2018-02-15,2018-06-30,1
MEKKO.HE,2018,2018-12-31,2019-02-27,2019-05-17,199.754139954037,2019-02-27,2019-06-30,1
MEKKO.HE,2019,2019-12-31,2020-02-13,2020-05-15,215.045735883155,2020-02-13,2020-06-30,1
MEKKO.HE,2020,2020-12-31,2021-02-18,2021-06-04,266.611191449217,2021-02-18,2021-06-30,1
MEKKO.HE,2021,2021-12-31,2022-02-15,2022-05-16,341.0452914424,2022-02-15,2022-06-30,1
MEKKO.HE,2022,2022-12-31,2023-02-16,2023-06-28,451.365496053507,2023-02-16,2023-06-30,1
MEKKO.HE,2023,2023-12-31,2024-02-15,2024-05-16,410.481562163865,2024-02-15,2024-06-30,1
MEKKO.HE,2024,2024-12-31,2025-02-19,2025-05-15,389.81921433286,2025-02-19,2025-06-30,1
MEKO.ST,2013,2013-12-31,2014-02-13,2014-05-09,508.487682780238,2014-02-13,2014-06-30,1
MEKO.ST,2014,2014-12-31,2015-02-12,2015-06-30,598.233789347855,2015-02-12,2015-06-30,1
MEKO.ST,2015,2015-12-31,2016-02-17,2016-05-12,626.356601923947,2016-02-17,2016-06-30,1
MEKO.ST,2016,2016-12-31,2017-02-15,2017-06-28,577.158923031899,2017-02-15,2017-06-30,1
MEKO.ST,2017,2017-12-31,2018-02-09,2018-05-11,456.021962135052,2018-02-09,2018-06-30,1
MEKO.ST,2018,2018-12-31,2019-02-14,2019-05-03,875.981883321103,2019-02-14,2019-06-30,1
MEKO.ST,2019,2019-12-31,2020-02-07,2020-06-02,1103.04283855034,2020-02-07,2020-06-30,1
MEKO.ST,2020,2020-12-31,2021-02-12,2021-06-22,1201.53027657164,2021-02-12,2021-06-30,1
MEKO.ST,2021,2021-12-31,2022-02-11,2022-05-30,1387.47511395836,2022-02-11,2022-06-30,1
MEKO.ST,2022,2022-12-31,2023-02-15,2023-06-27,1771.04230503667,2023-02-15,2023-06-30,1
MEKO.ST,2023,2023-12-31,2024-02-14,2024-06-27,1248.94121024985,2024-02-14,2024-06-30,1
MEKO.ST,2024,2024-12-31,2025-02-13,2025-05-07,1351.65429299205,2025-02-13,2025-06-30,1
MEREN.ST,2013,2013-12-31,2014-03-27,2014-06-24,-177.2831655,2014-03-27,2014-06-30,1
MEREN.ST,2014,2014-12-31,2015-02-26,2015-06-23,-190.587635882,2015-02-26,2015-06-30,1
MEREN.ST,2015,2015-12-31,2016-02-26,2016-06-28,-124.286828247,2016-02-26,2016-06-30,1
MEREN.ST,2016,2016-12-31,2017-02-28,2017-06-28,-54.96921,2017-02-28,2017-06-30,1
MEREN.ST,2017,2017-12-31,2018-03-01,2018-06-27,-21.570922695,2018-03-01,2018-06-30,1
MEREN.ST,2018,2018-12-31,2019-02-28,2019-06-14,301.31766239,2019-02-28,2019-06-30,1
MEREN.ST,2019,2019-12-31,2020-02-25,2020-06-30,2285.6537625,2020-02-25,2020-06-30,1
MEREN.ST,2020,2020-12-31,2021-02-26,2021-06-03,1139.089377409,2021-02-26,2021-06-30,1
MEREN.ST,2021,2021-12-31,2022-02-28,2022-06-01,544.692090939,2022-02-28,2022-06-30,1
MEREN.ST,2022,2022-12-31,2023-02-28,2023-05-30,38.774357283,2023-02-28,2023-06-30,1
MEREN.ST,2023,2023-12-31,2024-02-26,2024-06-24,-238.62681,2024-02-26,2024-06-30,1
MEREN.ST,2024,2024-12-31,2025-02-27,2025-03-16,4680.9945,2025-02-27,2025-06-30,1
METSB.HE,2013,2013-12-31,2014-02-06,2014-05-15,1565.47339763501,2014-02-06,2014-06-30,1
METSB.HE,2014,2014-12-31,2015-02-05,2015-05-26,1858.0847679649,2015-02-05,2015-06-30,1
METSB.HE,2015,2015-12-31,2016-02-03,2016-05-04,1949.47622315378,2016-02-03,2016-06-30,1
METSB.HE,2016,2016-12-31,2017-02-02,2017-05-05,2125.74229989005,2017-02-02,2017-06-30,1
METSB.HE,2017,2017-12-31,2018-02-08,2018-06-18,2555.88972129143,2018-02-08,2018-06-30,1
METSB.HE,2018,2018-12-31,2019-02-07,2019-06-18,2541.70147468609,2019-02-07,2019-06-30,1
METSB.HE,2019,2019-12-31,2020-02-12,2020-06-18,2386.27280161308,2020-02-12,2020-06-30,1
METSB.HE,2020,2020-12-31,2021-02-11,2021-06-30,3207.72430144749,2021-02-11,2021-06-30,1
METSB.HE,2021,2021-12-31,2022-02-10,2022-06-14,4270.86857589169,2022-02-10,2022-06-30,1
METSB.HE,2022,2022-12-31,2023-02-09,2023-06-21,4310.48516069506,2023-02-09,2023-06-30,1
METSB.HE,2023,2023-12-31,2024-02-08,2024-06-17,2809.83791909255,2024-02-08,2024-06-30,1
METSB.HE,2024,2024-12-31,2025-02-06,2025-06-25,2138.52379009222,2025-02-06,2025-06-30,1
METSO.HE,2013,2013-12-31,2014-02-07,2014-06-19,333.821067958523,2014-02-07,2014-06-30,1
METSO.HE,2014,2014-12-31,2015-02-06,2015-06-23,360.676900701409,2015-02-06,2015-06-30,1
METSO.HE,2015,2015-12-31,2016-02-09,2016-06-21,36.9298290362827,2016-02-09,2016-06-30,1
METSO.HE,2016,2016-12-31,2017-02-13,2017-06-21,783.907545947877,2017-02-13,2017-06-30,1
METSO.HE,2017,2017-12-31,2018-02-02,2018-06-25,887.019258093734,2018-02-02,2018-06-30,1
METSO.HE,2018,2018-12-31,2019-02-08,2019-06-18,550.1334139081,2019-02-08,2019-06-30,1
METSO.HE,2019,2019-12-31,2020-02-06,2020-05-29,984.686660710718,2020-02-06,2020-06-30,1
METSO.HE,2020,2020-12-31,2021-02-16,2021-06-30,4446.78907659004,2021-02-16,2021-06-30,1
METSO.HE,2021,2021-12-31,2022-02-10,2022-06-30,4556.16697813463,2022-02-10,2022-06-30,1
METSO.HE,2022,2022-12-31,2023-02-20,2023-06-21,9158.32077502691,2023-02-20,2023-06-30,1
METSO.HE,2023,2023-12-31,2024-02-16,2024-06-27,9774.69150671661,2024-02-16,2024-06-30,1
METSO.HE,2024,2024-12-31,2025-02-13,2025-06-30,9026.79329608939,2025-02-13,2025-06-30,1
MILDEF.ST,2023,2023-12-31,2024-02-08,2024-04-11,153.301933137502,2024-02-08,2024-06-30,1
MILDEF.ST,2024,2024-12-31,2025-02-06,2025-06-19,118.638605168275,2025-02-06,2025-06-30,1
MIPS.ST,2017,2017-12-31,2018-02-15,2018-05-11,42.7311123264717,2018-02-15,2018-06-30,1
MIPS.ST,2018,2018-12-31,2019-02-14,2019-06-26,90.9860896044575,2019-02-14,2019-06-30,1
MIPS.ST,2019,2019-12-31,2020-02-13,2020-06-12,117.586127738362,2020-02-13,2020-06-30,1
MIPS.ST,2020,2020-12-31,2021-02-11,2021-05-05,208.158101503804,2021-02-11,2021-06-30,1
MIPS.ST,2021,2021-12-31,2022-02-10,2022-06-22,326.932997503566,2022-02-10,2022-06-30,1
MIPS.ST,2022,2022-12-31,2023-02-09,2023-06-27,185.798620934182,2023-02-09,2023-06-30,1
MIPS.ST,2023,2023-12-31,2024-02-08,2024-04-26,125.311030462012,2024-02-08,2024-06-30,1
MIPS.ST,2024,2024-12-31,2025-02-05,2025-06-12,184.260700892526,2025-02-05,2025-06-30,1
MOWI.OL,2013,2013-12-31,2014-02-05,2014-05-26,4217.23426049367,2014-02-05,2014-06-30,1
MOWI.OL,2014,2014-12-31,2015-02-04,2015-06-30,3617.53360159564,2015-02-04,2015-06-30,1
MOWI.OL,2015,2015-12-31,2016-02-17,2016-06-30,5987.11244634791,2016-02-17,2016-06-30,1
MOWI.OL,2016,2016-12-31,2017-02-15,2017-06-30,7222.82992465645,2017-02-15,2017-06-30,1
MOWI.OL,2017,2017-12-31,2018-02-14,2018-06-29,6246.44253936024,2018-02-14,2018-06-30,1
MOWI.OL,2018,2018-12-31,2019-02-13,2019-06-19,8623.11489228127,2019-02-13,2019-06-30,1
MOWI.OL,2019,2019-12-31,2020-02-12,2020-06-29,5125.50787925883,2020-02-12,2020-06-30,1
MOWI.OL,2020,2020-12-31,2021-02-17,2021-06-27,6484.37239412418,2021-02-17,2021-06-30,1
MOWI.OL,2021,2021-12-31,2022-02-16,2022-06-29,9874.83287488909,2022-02-16,2022-06-30,1
MOWI.OL,2022,2022-12-31,2023-02-15,2023-06-29,15242.7790476604,2023-02-15,2023-06-30,1
MOWI.OL,2023,2023-12-31,2024-02-14,2024-06-28,11226.8566500616,2024-02-14,2024-06-30,1
MOWI.OL,2024,2024-12-31,2025-02-12,2025-06-30,10784.7001626476,2025-02-12,2025-06-30,1
MPCC.OL,2017,2017-12-31,2018-02-28,2018-06-26,393.709545,2018-02-28,2018-06-30,1
MPCC.OL,2018,2018-12-31,2019-02-28,2019-06-26,237.546098313,2019-02-28,2019-06-30,1
MPCC.OL,2019,2019-12-31,2020-02-28,2020-06-23,118.3973655,2020-02-28,2020-06-30,1
MPCC.OL,2020,2020-12-31,2021-02-25,2021-06-24,1308.6304,2021-02-25,2021-06-30,1
MPCC.OL,2021,2021-12-31,2022-02-24,2022-05-09,4100.65656,2022-02-24,2022-06-30,1
MPCC.OL,2022,2022-12-31,2023-02-28,2023-06-22,4738.01168,2023-02-28,2023-06-30,1
MPCC.OL,2023,2023-12-31,2024-02-27,2024-05-31,3114.600578223,2024-02-27,2024-06-30,1
MPCC.OL,2024,2024-12-31,2025-02-25,2025-05-23,2894.462395,2025-02-25,2025-06-30,1
MTRS.ST,2017,2017-12-31,2018-02-16,2018-04-27,650.285109504228,2018-02-16,2018-06-30,1
MTRS.ST,2018,2018-12-31,2019-02-13,2019-06-20,533.735180303143,2019-02-13,2019-06-30,1
MTRS.ST,2019,2019-12-31,2020-02-13,2020-05-25,631.202544938772,2020-02-13,2020-06-30,1
MTRS.ST,2020,2020-12-31,2021-02-04,2021-06-22,712.390956934822,2021-02-04,2021-06-30,1
MTRS.ST,2021,2021-12-31,2022-02-04,2022-06-30,955.412422080655,2022-02-04,2022-06-30,1
MTRS.ST,2022,2022-12-31,2023-02-09,2023-06-28,1052.90553041123,2023-02-09,2023-06-30,1
MTRS.ST,2023,2023-12-31,2024-02-01,2024-06-18,1592.23975103496,2024-02-01,2024-06-30,1
MTRS.ST,2024,2024-12-31,2025-02-05,2025-06-27,1934.49099785227,2025-02-05,2025-06-30,1
MULTI.OL,2015,2015-12-31,2016-02-26,2016-05-23,162.0,2016-02-26,2016-06-30,1
MULTI.OL,2016,2016-12-31,2017-02-28,2017-05-24,140.66667,2017-02-28,2017-06-30,1
MULTI.OL,2017,2017-12-31,2018-02-28,2018-06-12,148.0,2018-02-28,2018-06-30,1
MULTI.OL,2018,2018-12-31,2019-02-26,2019-05-24,192.5,2019-02-26,2019-06-30,1
MULTI.OL,2019,2019-12-31,2020-02-26,2020-05-14,310.0,2020-02-26,2020-06-30,1
MULTI.OL,2020,2020-12-31,2021-02-17,2021-05-06,482.4,2021-02-17,2021-06-30,1
MULTI.OL,2021,2021-12-31,2022-02-10,2022-06-30,411.4,2022-02-10,2022-06-30,1
MULTI.OL,2022,2022-12-31,2023-02-08,2023-05-11,493.85,2023-02-08,2023-06-30,1
MULTI.OL,2023,2023-12-31,2024-02-06,2024-05-10,542.1,2024-02-06,2024-06-30,1
MULTI.OL,2024,2024-12-31,2025-02-11,2025-06-26,516.675,2025-02-11,2025-06-30,1
MYCR.ST,2013,2013-12-31,2014-02-04,2014-04-11,126.778523202229,2014-02-04,2014-06-30,1
MYCR.ST,2014,2014-12-31,2015-02-04,2015-04-24,399.175673327541,2015-02-04,2015-06-30,1
MYCR.ST,2015,2015-12-31,2016-02-04,2016-06-03,353.752341618113,2016-02-04,2016-06-30,1
MYCR.ST,2016,2016-12-31,2017-02-10,2017-04-21,678.171229453576,2017-02-10,2017-06-30,1
MYCR.ST,2017,2017-12-31,2018-02-07,2018-06-13,824.869399256333,2018-02-07,2018-06-30,1
MYCR.ST,2018,2018-12-31,2019-02-07,2019-06-16,879.005903747826,2019-02-07,2019-06-30,1
MYCR.ST,2019,2019-12-31,2020-02-06,2020-06-25,975.131157203131,2020-02-06,2020-06-30,1
MYCR.ST,2020,2020-12-31,2021-02-10,2021-06-24,980.784357618716,2021-02-10,2021-06-30,1
MYCR.ST,2021,2021-12-31,2022-02-09,2022-06-28,860.409437335619,2022-02-09,2022-06-30,1
MYCR.ST,2022,2022-12-31,2023-02-10,2023-06-28,1102.94406150878,2023-02-10,2023-06-30,1
MYCR.ST,2023,2023-12-31,2024-02-08,2024-06-17,1754.77459974987,2024-02-08,2024-06-30,1
MYCR.ST,2024,2024-12-31,2025-02-06,2025-06-30,1928.88269730095,2025-02-06,2025-06-30,1
NAPA.OL,2019,2019-12-31,2020-02-27,2020-04-29,34.70329,2020-02-27,2020-06-30,1
NAPA.OL,2020,2020-12-31,2021-02-25,2021-05-05,63.28965,2021-02-25,2021-06-30,1
NAPA.OL,2021,2021-12-31,2022-02-24,2022-04-25,46.83486,2022-02-24,2022-06-30,1
NAPA.OL,2022,2022-12-31,2023-03-24,2023-03-31,-15.22382,2023-03-24,2023-06-30,1
NAPA.OL,2023,2023-12-31,2024-02-28,2024-05-14,-15.62837,2024-02-28,2024-06-30,1
NAPA.OL,2024,2024-12-31,2025-02-26,2025-02-27,-35.98936,2025-02-26,2025-06-30,1
NAVA.OL,2021,2021-12-31,2022-02-17,2022-05-13,-8.0,2022-02-17,2022-06-30,1
NAVA.OL,2022,2022-12-31,2023-02-16,2023-06-12,33.5,2023-02-16,2023-06-30,1
NAVA.OL,2023,2023-12-31,2024-02-15,2024-05-08,58.0,2024-02-15,2024-06-30,1
NAVA.OL,2024,2024-12-31,2025-02-12,2025-05-08,25.0,2025-02-12,2025-06-30,1
NCAB.ST,2018,2018-12-31,2019-02-22,2019-05-15,118.922305216114,2019-02-22,2019-06-30,1
NCAB.ST,2019,2019-12-31,2020-02-19,2020-02-20,129.174564023116,2020-02-19,2020-06-30,1
NCAB.ST,2020,2020-12-31,2021-02-23,2021-05-10,166.679879072892,2021-02-23,2021-06-30,1
NCAB.ST,2021,2021-12-31,2022-02-17,2022-06-21,431.881578947368,2022-02-17,2022-06-30,1
NCAB.ST,2022,2022-12-31,2023-04-05,2023-04-28,607.718101556022,2023-04-05,2023-06-30,1
NCAB.ST,2023,2023-12-31,2024-02-15,2024-04-30,490.788111748475,2024-02-15,2024-06-30,1
NCAB.ST,2024,2024-12-31,2025-02-13,2025-06-19,406.909601936805,2025-02-13,2025-06-30,1
NCCb.ST,2013,2013-12-31,2014-01-30,2014-04-30,2363.99011763481,2014-01-30,2014-06-30,1
NCCb.ST,2014,2014-12-31,2015-01-27,2015-06-19,2662.96447104654,2015-01-27,2015-06-30,1
NCCb.ST,2015,2015-12-31,2016-01-28,2016-06-22,309.538090950173,2016-01-28,2016-06-30,1
NCCb.ST,2016,2016-12-31,2017-01-27,2017-06-30,2068.88588838384,2017-01-27,2017-06-30,1
NCCb.ST,2017,2017-12-31,2018-01-25,2018-06-10,1701.61307192245,2018-01-25,2018-06-30,1
NCCb.ST,2018,2018-12-31,2019-01-29,2019-05-16,1590.85543218844,2019-01-29,2019-06-30,1
NCCb.ST,2019,2019-12-31,2020-01-30,2020-04-29,2359.83378155705,2020-01-30,2020-06-30,1
