Ticker,Year,FormationYear,PROF,PROF_w,sigma_acc,sigma_mean,sigma_raw,MarketCap,theta_obs,theta_post_mean,theta_conservative,theta_post_sd,theta_post_sd_between,theta_conservative_sd_between,p_q5,p_q5_sd_mc,p_median,p_median_sd_mc,p_q1,p_q1_sd_mc,lambda_i,mu_t,var_obs_t,obs_var_i,tau2_t,q5_cutoff_obs,median_cutoff_obs,q1_cutoff_obs,n_sigma_draws_used,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,FiscalYear,ForecastDate,ForecastCutoffDate,ForecastWindowStart,cfo_forecast,forecast_timing_valid,has_analyst_cfo_forecast,CFO_lead1_analyst_scaled,firm_idx_y,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws
MOWI.OL,2015,2016,0.1403380255373869,0.1403380255373869,0.0516913782547874,0.0516913782547874,0.0516913782547874,53830.24,0.1403380255373869,0.143509517627641,0.09460889797990085,0.1392031304796247,0.0,0.0,0.1099253941717954,0.0,0.4016563009385742,0.0,0.2938733147456809,0.0,0.8856771811062849,0.1680795746082041,0.1931306693630912,0.0218787521556367,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Mowi ASA,Food & Tobacco,Consumer Staples,19770.29,688.32,5912.66,1.92,696.96,9251.55,40282.67,2086.79,27839.36,15834.73,9034.990000000002,0.0,415.93,18188.21,8.64,1346.3199999999997,-729.88,188.33,-10.73,168.18000000000006,2045.32,37237.52,38760.095,0.0527687045142691,2086.79,3940.14,2555.6399999999994,0.101654549608302,0.0538386193325893,0.0659348229151657,0.2386874954769847,6438.56,0.166113111951867,True,2,340,2015.0,2016-06-30,2016-06-30,2016-02-17,5987.11244634791,True,True,0.1544658867927932,340,0.0376190726673504,0.0206356478593093,0.0255986938197561,0.0905952801475112,8000
MYCR.ST,2015,2016,0.579124223976855,0.579124223976855,0.0418351193497654,0.0418351193497654,0.0418351193497654,8428.64,0.579124223976855,0.5470804620469358,0.5479414685471107,0.1149502151346134,0.0,0.0,0.990133739473468,0.0,0.9997805974925102,0.0,3.844498482907737e-06,0.0,0.922043111425639,0.1680795746082041,0.1931306693630912,0.0143307311727143,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,1570.08,939.53,458.06,0.0,10.25,39.85,1823.35,632.39,1735.29,706.93,514.26,255.02,0.46,1327.28,0.0,310.8899999999999,306.01,97.07,0.0,3.66,-88.53000000000011,1533.37,1678.36,-0.0527479205891466,632.39,383.6,380.3799999999999,0.2285564479611049,0.3767904382849925,0.226637908434424,0.0237434161919969,453.52,0.2702161633976024,True,6,347,2015.0,2016-06-03,2016-06-30,2016-02-04,353.752341618113,True,True,0.2107726242392055,347,0.0376190726673504,0.0163959586585922,0.0215386245640952,0.0736061908606725,8000
NCCb.ST,2015,2016,0.1524336315906237,0.1524336315906237,0.0669463629009103,0.0669463629009103,0.0669463629009103,19470.76,0.1524336315906237,0.1552182248557183,0.08124346396785528,0.1736850955541936,0.0,0.0,0.1804370698885106,0.0,0.4482932771785619,0.0,0.3070883309051617,0.0,0.822024580943079,0.1680795746082041,0.1931306693630912,0.0366978228109193,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Ncc AB,Construction & Engineering,Industrials,34502.06,2900.03,21519.44,3300.86,300.36,3394.0,41236.7,3882.74,50784.48,46546.07,2643.63,0.0,48.76,10142.25,0.0,3262.569999999996,416.5500000000002,2593.82,879.6800000000003,188.22000000000003,1320.0999999999965,37369.11,39302.905,0.0335878480229386,3882.74,1235.49,-1452.5,0.0314350809437623,0.0987901530433946,-0.0369565557558658,0.0863549399211076,1148.89,0.0292316814749444,True,5,352,2015.0,2016-06-22,2016-06-30,2016-01-28,309.538090950173,True,True,0.0078757051406295,352,0.0376190726673504,0.0184489970031622,0.0405084426069004,0.1002921305491824,8000
NESTE.HE,2015,2016,0.1795024444199841,0.1795024444199841,0.0351164719843132,0.0351164719843132,0.0351164719843132,68010.68,0.1795024444199841,0.1788602186798756,0.1570133238858022,0.0976199948077563,0.0,0.0,0.0887705158292029,0.0,0.518359772597702,0.0,0.1201540950416992,0.0,0.9437771986645452,0.1680795746082041,0.1931306693630912,0.0100973655644054,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Neste Oyj,Oil & Gas,Energy,25488.07,5721.62,17385.65,3964.81,201.6,35952.1,65212.98,6645.88,99563.02,85323.12,9204.06,366.73,53.67,29606.48,192.0,4400.34,3498.05,-1966.619999999999,-1657.3799999999997,165.44,1376.9699999999998,58698.56,61955.77,0.0222250486112915,6645.88,2072.44,-25877.84999999999,0.0334503146357474,0.1072681366077768,-0.4176826468301498,0.5802865495820647,11080.78,0.1788498472377956,True,3,356,2015.0,2016-06-27,2016-06-30,2016-02-04,10459.0306627855,True,True,0.1688144730149508,356,0.0376190726673504,0.0145653420230354,0.0172768671599881,0.0621187846290196,8000
NEWAb.ST,2015,2016,0.0600804366998143,0.0600804366998143,0.0600502673600393,0.0600502673600393,0.0600502673600393,2039.64,0.0600804366998143,0.0761028859833279,0.0007375582516375087,0.1585757770552288,0.0,0.0,0.0566935351735554,0.0,0.23430262176433,0.0,0.512061261421551,0.0,0.851642803879558,0.1680795746082041,0.1931306693630912,0.0295267886420442,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,3721.48,173.21,1035.26,302.88,12.35,378.75,5733.81,123.82,4746.78,2617.05,1907.14,0.0,64.53999999999999,2607.62,23.02,463.7199999999998,-33.829999999999984,368.62,222.65,-13.43,338.1499999999997,5019.29,5376.55,0.0628934911792877,123.82,-261.06,821.1299999999997,-0.0485553003319972,0.0230296379648659,0.1527243306581357,0.0704448019640847,440.8,0.0819856599492239,True,1,360,2015.0,2016-04-22,2016-06-30,2016-02-11,226.428720364033,True,True,0.0421141290165688,360,0.0376190726673504,0.0197027039054561,0.0337717225751779,0.096373091538486,8000
NHY.OL,2015,2016,0.0899178096006454,0.0899178096006454,0.0236492468108083,0.0236492468108083,0.0236492468108083,68545.91,0.0899178096006454,0.0919740415582592,0.07939485399740395,0.0667761557123373,0.0,0.0,0.0004619347990255,0.0,0.1012848966313175,0.0,0.353822733630698,0.0,0.9736926109918964,0.1680795746082041,0.1931306693630912,0.0045795304610311,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Norsk Hydro ASA,Metals & Mining,Materials,36160.0,6917.0,17399.0,3562.0,1338.0,51174.0,122544.0,14373.0,87694.0,56330.0,24157.0,330.0,404.0,74169.0,5159.0,233.0,-2336.0,-1717.0,-2477.0,-546.0,1263.0,126273.0,124408.5,0.0101520394506806,14373.0,5965.0,9787.0,0.0479468846582026,0.1155306912309046,0.0786682581977919,0.4113384535622566,10018.0,0.0805250445106242,True,7,362,2015.0,2016-06-29,2016-06-30,2016-02-17,9477.42857,True,True,0.0761799119031255,362,0.0376190726673504,0.0087261745407449,0.0129082004685251,0.0399765425937582,8000
NIBEb.ST,2015,2016,0.1800544645073819,0.1800544645073819,0.0228527070414878,0.0228527070414878,0.0228527070414878,29170.85,0.1800544645073819,0.1797597868001711,0.17021127731512128,0.0645833273666566,0.0,0.0,0.0212009403812946,0.0,0.5311394871054042,0.0,0.0372591532952666,0.0,0.9753920320193484,0.1680795746082041,0.1931306693630912,0.0042762356435427,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6081.58,1515.42,2567.22,171.64,95.24,2215.58,19470.27,1853.89,12661.7,8089.61,3402.7899999999995,334.64,104.22,7773.87,0.0,393.8299999999999,-235.76,513.1499999999996,-110.16000000000004,34.849999999999994,41.13000000000022,17358.47,18414.370000000003,0.0022335817081985,1853.89,1289.69,2526.9900000000016,0.0700371503342226,0.1006762653297397,0.1372292399902902,0.1203179907865433,1739.04,0.0944392884470117,True,5,363,2015.0,2016-06-29,2016-06-30,2016-02-17,1555.08844809748,True,True,0.0844497231291366,363,0.0376190726673504,0.009979911213412,0.0101680681738687,0.0416863366876631,8000
NKT.CO,2015,2016,0.0291539668512274,0.0291539668512274,0.022229204110121,0.022229204110121,0.022229204110121,5276.02,0.0291539668512274,0.0323929312254339,0.01982821495709859,0.0628629087787415,0.0,0.0,3.635996114415008e-06,0.0,0.0101651216469464,0.0,0.7150651718430989,0.0,0.976685620264678,0.1680795746082041,0.1931306693630912,0.0040460770775487,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8607.38,559.68,5881.94,111.36,63.36,3525.13,16162.6,1549.22,11199.61,8058.24,3069.81,249.56,94.81,7762.58,0.0,875.329999999999,105.74999999999994,819.0599999999995,-214.61,-0.980000000000004,-265.0700000000006,14978.73,15570.665,-0.0170236788216817,1549.22,1775.05,-6587.149999999998,0.1139996268624365,0.0994960716192917,-0.4230487265637015,0.2263955971051975,1429.45,0.0918040430514689,True,5,368,2015.0,2016-05-13,2016-06-30,2016-02-26,1245.95639922673,True,True,0.0800194724648388,368,0.0376190726673504,0.0088289601532372,0.0114729503989894,0.0387110598654182,8000
NMAN.ST,2015,2016,0.2637772806136423,0.2637772806136423,0.0218871090292721,0.0218871090292721,0.0218871090292721,3132.64,0.2637772806136423,0.261612750030647,0.2547299139698807,0.0619175322988087,0.0,0.0,0.2222048731367034,0.0,0.9241660720837304,0.0,0.0006582290024251,0.0,0.977381583390596,0.1680795746082041,0.1931306693630912,0.0039225015808814,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Nederman Holding AB,Professional & Commercial Services,Industrials,1497.21,273.57,830.55,0.31,43.12,275.04,2685.27,77.16,3057.62,1979.52,832.1000000000001,6.12,21.03,876.08,0.0,249.6200000000001,-37.94,103.24,-28.92,26.25,181.6500000000001,2274.62,2479.945,0.0732475921845041,77.16,132.28,460.8800000000001,0.0533398926185863,0.0311135932450114,0.1858428311918208,0.1109056854083457,235.37,0.094909362909258,True,5,371,2015.0,2016-06-29,2016-06-30,2016-02-10,203.159564095889,True,True,0.0819209958672023,371,0.0376190726673504,0.0093776204462411,0.0104682063711362,0.0396958145640201,8000
NOBI.ST,2015,2016,0.1887941778576397,0.1887941778576397,0.0229868031166453,0.0229868031166453,0.0229868031166453,13896.71,0.1887941778576397,0.1882785831510009,0.17883801890194642,0.0649528863787403,0.0,0.0,0.0298195672421768,0.0,0.5840419116285805,0.0,0.0282068864078076,0.0,0.9751096026107668,0.1680795746082041,0.1931306693630912,0.0043265674316342,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Nobia AB,Homebuilding & Construction Supplies,Consumer Discretionary,3529.01,800.62,2563.03,3.14,122.45,1802.18,8444.72,1094.74,11727.59,7178.43,3730.72,0.0,64.06,3995.78,0.0,261.48,350.12,-2.8799999999996544,2.18,40.98,-42.60000000000033,7529.03,7986.875,-0.0053337506847171,1094.74,948.89,1245.66,0.1188061663666953,0.1370673761640191,0.1559633774160732,0.2256426950465607,1257.89,0.1574946396431645,True,1,373,2015.0,2016-06-30,2016-06-30,2016-02-05,1260.29941943646,True,True,0.1577963120039389,373,0.0376190726673504,0.0096008165233976,0.0116700609299537,0.0404138756588443,8000
NOD.OL,2015,2016,0.5487399863129505,0.5487399863129505,0.1271862616131386,0.1271862616131386,0.1271862616131386,7068.81,0.5487399863129505,0.3817595752419216,0.3732760757652524,0.2726757059986732,0.0,0.0,0.8082326599181446,0.0,0.9147515244213,0.0,0.0379897738887396,0.0,0.5613402236307548,0.1680795746082041,0.1931306693630912,0.1324545035468242,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,1082.95,258.94,400.75,88.4,87.79,103.85,1400.64,35.2,1556.69,785.43,489.27,264.43,1.17,993.64,0.0,327.26,4.289999999999992,172.41,88.4,37.8,276.76000000000005,949.97,1175.305,0.2354793011175822,35.2,132.29,503.4500000000001,0.1125580168551992,0.0299496726381662,0.4283568945933183,0.0883600427123172,2.58,0.0021951748695019,True,6,374,2015.0,2016-06-29,2016-06-30,2016-02-12,31.05003,True,True,0.0264186998268534,374,0.0376190726673504,0.036209032486195,0.0768462539740745,0.1940972245882376,8000
NOHOP.HE,2015,2016,0.1009312730867278,0.1009312730867278,0.0716360635590887,0.0716360635590887,0.0716360635590887,787.8,0.1009312730867278,0.1142707346648622,0.021468583631400376,0.1834991995348596,0.0,0.0,0.1260008022341434,0.0,0.3432199252816821,0.0,0.4221130929176126,0.0,0.8013432763616815,0.1680795746082041,0.1931306693630912,0.0420193907195604,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,NoHo Partners Oyj,Hotels & Entertainment Services,Consumer Discretionary,135.16,20.5,256.7,88.23,0.0,278.43,869.57,110.53,1016.28,253.68,705.02,0.0,18.78,380.3,4.12,-18.66,-26.89,27.769999999999985,23.56,0.0,4.020000000000024,760.93,815.25,0.0049310027598896,110.53,68.46,292.15,0.0839742410303587,0.1355780435449248,0.3583563324133701,0.3415271389144434,125.59,0.1540509046304814,True,1,375,2015.0,2016-05-19,2016-06-30,2016-02-23,166.662394981517,True,True,0.20443102726957,375,0.0376190726673504,0.0243040076001066,0.0390291955033785,0.1159685709896298,8000
NOKIA.HE,2015,2016,0.3263367450695912,0.3263367450695912,0.0567053631093402,0.0567053631093402,0.0567053631093402,247815.76,0.3263367450695912,0.3050590315791892,0.27255665174840177,0.1509604980210787,0.0,0.0,0.5401193645673805,0.0,0.8419338395613487,0.0,0.041638103347634,0.0,0.8655497666970264,0.1680795746082041,0.1931306693630912,0.0263290140435669,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Nokia Oyj,Communications & Networking,Communication Services,151910.81,67152.18,61353.77,480.0,4281.61,6672.02,200890.15,4534.94,112344.94,62281.67,34454.83,18604.89,1243.31,100829.07,201.6,27861.06,20421.11,-4521.6700000000055,-559.47,-66.10000000000036,11336.05000000001,190386.18,195638.165,0.0579439599630267,4534.94,10654.66,14054.650000000009,0.0544610505828451,0.0231802419533019,0.0718400216031468,0.0341038774310728,-13504.99,-0.0690304471011574,True,0,376,2015.0,2016-06-08,2016-06-30,2016-02-11,7063.48914738497,True,True,0.0361048630127203,376,0.0376190726673504,0.0194565364962082,0.0309150442018552,0.0928778879658063,8000
NOLAb.ST,2015,2016,0.4580777984800995,0.4580777984800995,0.040821551900646,0.040821551900646,0.040821551900646,6420.32,0.4580777984800995,0.4364719907384832,0.4282765018333166,0.1123751085937756,0.0,0.0,0.9045049776792508,0.0,0.9941150651528288,0.0,0.0002334885694213,0.0,0.9254967583830428,0.1680795746082041,0.1931306693630912,0.0136447425850802,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Nolato AB,Chemicals,Materials,1769.74,421.77,1304.02,161.17,10.47,996.33,3383.54,508.65,4518.55,3732.63,266.76,331.77,7.65,1840.91,0.0,405.79,176.39,221.8699999999999,85.44999999999999,-28.83,64.15000000000009,2793.07,3088.3050000000003,0.0207719121006507,508.65,303.13,629.2800000000002,0.098154165472646,0.1647019967263595,0.2037622579376066,0.3226138610014231,457.59,0.1481686556217731,True,7,378,2015.0,2016-04-29,2016-06-30,2016-02-04,664.735848586726,True,True,0.2152429402493361,378,0.0376190726673504,0.0153236541137738,0.0200929636047465,0.0682962418374695,8000
NOVOb.CO,2015,2016,1.1795777416052704,1.1795777416052704,0.0358424068911452,0.0358424068911452,0.0358424068911452,1199273.24,1.1795777416052704,1.1204717644319122,1.1562041047162064,0.0995212198574855,0.0,0.0,1.0,0.0,1.0,0.0,2.0237670411455878e-29,0.0,0.94156590777734,0.1680795746082041,0.1931306693630912,0.0105191501944908,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Novo Nordisk A/S,Pharmaceuticals,Health Care,70931.43,21769.54,52578.53,1380.29,4858.69,32860.78,118089.12,45921.27,129447.19,19415.82,54904.74,16321.38,177.51,60420.35,0.0,14730.26999999999,4292.34,11679.019999999997,506.19,1494.6099999999997,759.7099999999919,93555.7,105822.41,0.0071791031786177,45921.27,35534.72,29873.270000000004,0.3357957922145224,0.4339465525307919,0.2822962546402033,0.3105276094165687,60284.36,0.5696747976161193,True,4,386,2015.0,2016-06-30,2016-06-30,2016-02-03,53456.0943798073,True,True,0.5051490925202639,386,0.0376190726673504,0.017858548034665,0.0150090505883999,0.0703554534888792,8000
NSISb.CO,2015,2016,0.4499013953513322,0.4499013953513322,0.0232815818672793,0.0232815818672793,0.0232815818672793,133112.58,0.4499013953513322,0.4427102952905017,0.43969480447505654,0.0657647082079033,0.0,0.0,0.9825760847588716,0.0,0.9999854212697902,0.0,2.3908124384383166e-09,0.0,0.9744835228093108,0.1680795746082041,0.1931306693630912,0.0044382452288185,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Novozymes A/S,Chemicals,Materials,7908.71,1079.28,4245.08,1231.07,474.68,10499.5,22886.13,4004.78,16793.94,7044.05,5208.97,2274.05,105.55,14896.37,16.72,-967.0700000000006,-1998.29,-539.4200000000001,509.94,2.420000000000016,2083.0,22369.75,22627.94,0.0920543363646889,4004.78,5073.67,2824.2599999999984,0.2242214713314601,0.1769838527059909,0.1248129524826386,0.4640060031978164,4791.4,0.2117470702149643,True,7,389,2015.0,2016-06-17,2016-06-30,2016-01-19,4908.07927605412,True,True,0.2169034952388118,389,0.0376190726673504,0.0104721067546161,0.0103040040437611,0.0433440400052877,8000
OLVAS.HE,2015,2016,0.1260115736965533,0.1260115736965533,0.0383770123874483,0.0383770123874483,0.0383770123874483,4422.14,0.1260115736965533,0.1288058278493034,0.09944264631996164,0.1061059052703472,0.0,0.0,0.0405224278083412,0.0,0.3221225322817203,0.0,0.2822465420971431,0.0,0.9335776815585208,0.1680795746082041,0.1931306693630912,0.0120594818788351,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Olvi Oyj,Beverages,Consumer Staples,918.61,122.75,961.02,210.04,0.35,1903.28,3036.41,551.6,2777.26,1299.7,1154.67,4.45,103.27,1764.31,13.86,-126.80000000000008,83.14,15.769999999999982,-68.85,0.1199999999999999,-294.44000000000005,3007.74,3022.075,-0.0974297461181473,551.6,387.32,96.59000000000016,0.1281635962045945,0.1825235971972899,0.0319614834178503,0.6297924439333902,568.75,0.1881985059933985,True,2,402,2015.0,2016-06-21,2016-06-30,2016-02-25,420.36518748314,True,True,0.1390981982522406,402,0.0376190726673504,0.0158214291727183,0.0189105874063564,0.0681078341598357,8000
ORIOLA.HE,2015,2016,0.2087497390494444,0.2087497390494444,0.0678138520802345,0.0678138520802345,0.0678138520802345,7484.0,0.2087497390494444,0.2013569663492543,0.1360401958080243,0.1755287468841852,0.0,0.0,0.27985686538035,0.0,0.5762180226987713,0.0,0.2062042616053808,0.0,0.8182261418964497,0.1680795746082041,0.1931306693630912,0.0376550435205131,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Oriola Oyj,Pharmaceuticals,Health Care,5284.81,1170.24,6312.02,229.44,112.32,697.92,9090.26,765.66,14546.7,11613.75,2507.19,0.0,35.78,1868.17,0.0,917.2200000000004,343.18000000000006,598.5400000000009,-431.3,61.7,-394.1000000000006,7899.99,8495.125,-0.0463913126646165,765.66,-90.25,1073.3600000000006,-0.0106237400862259,0.0901293388855372,0.1263501125645591,0.0821553538058592,372.46,0.043843969335354,True,4,406,2015.0,2016-06-03,2016-06-30,2016-02-05,467.075733617839,True,True,0.054981619884091,406,0.0376190726673504,0.0257287360744965,0.0359102180610139,0.1165866647048441,8000
ORK.OL,2015,2016,0.0540804836128726,0.0540804836128726,0.0972852919353649,0.0972852919353649,0.0972852919353649,71427.06,0.0540804836128726,0.0898485032781334,-0.07142234049903395,0.2306106147181099,0.0,0.0,0.132500943972309,0.0,0.3000068341531727,0.0,0.5186677361205869,0.0,0.6862429397202336,0.1680795746082041,0.1931306693630912,0.0774962517535632,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Orkla ASA,Food & Tobacco,Consumer Staples,13010.0,721.0,7579.0,399.0,185.0,10523.0,54238.0,3844.0,32610.0,16345.0,14157.0,0.0,283.0,33329.0,417.0,6.0,-1894.0,980.0,-199.0,-199.0,522.0,50112.0,52175.0,0.0100047915668423,3844.0,3022.0,3408.0,0.0579204599904168,0.0736751317680881,0.0653186391950167,0.2016866315285098,4118.0,0.0789266890273119,True,2,407,2015.0,2016-06-23,2016-06-30,2016-02-11,4245.42857,True,True,0.081369019070436,407,0.0376190726673504,0.029922985917849,0.0555129523038678,0.1525458331917209,8000
OUT1V.HE,2015,2016,-0.1352190624935706,-0.1352190624935706,0.042704967021177,0.042704967021177,0.042704967021177,10920.37,-0.1352190624935706,-0.1106618253803714,-0.16760593682688163,0.1171485890377936,0.0,0.0,6.945278530978705e-05,0.0,0.0040466494454508,0.0,0.9561855324672284,0.0,0.9190328141667224,0.1680795746082041,0.1931306693630912,0.0149328638781946,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Outokumpu Oyj,Metals & Mining,Materials,20899.26,1785.6,16713.65,4982.41,307.2,28848.08,56390.55,-304.12,57102.72,56109.86,3050.13,196.78,1162.8,22358.46,0.0,-1761.2400000000016,59.169999999999845,-1508.7599999999984,119.48999999999978,17.95999999999998,-174.20000000000323,57948.34,57169.445,-0.0030470822307266,-304.12,-1052.93,-89.83000000000175,-0.0184177054718652,-0.0053196248450549,-0.0015712938965911,0.5046066128506232,3613.1,0.0631998439026301,True,7,416,2015.0,2016-06-23,2016-06-30,2016-02-11,2099.29408115216,True,True,0.0367205608022285,416,0.0376190726673504,0.0148604738067953,0.0226971881059124,0.0700219644312015,8000
PEABb.ST,2015,2016,0.0780544364976543,0.0780544364976543,0.0188268081106464,0.0188268081106464,0.0188268081106464,18639.8,0.0780544364976543,0.079569968272996,0.0713206205562415,0.0534174515624251,0.0,0.0,6.4062902309647285e-06,0.0,0.0347602799502487,0.0,0.4025633444702397,0.0,0.983165460146468,0.1680795746082041,0.1931306693630912,0.0029022827256349,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Peab AB,Construction & Engineering,Industrials,19589.58,905.28,16179.87,3060.16,47.1,3824.14,29346.69,2701.0,42428.12,39376.23,2195.22,0.0,196.95,8452.05,0.0,1281.2400000000016,146.14999999999998,1161.1100000000006,-11.840000000000146,-24.79,-62.64999999999918,27207.07,28276.88,-0.0022155909704323,2701.0,3444.68,2350.4100000000035,0.12181966327261,0.0955197320213545,0.0831212637320667,0.135239107001904,3392.66,0.1199799977932501,True,5,427,2015.0,2016-05-11,2016-06-30,2016-02-16,2205.91721858373,True,True,0.0780113371271416,427,0.0376190726673504,0.0076310562538777,0.0097299731729941,0.0335784006642268,8000
PHO.OL,2015,2016,0.0445110920689326,0.0445110920689326,0.084373218116204,0.084373218116204,0.084373218116204,899.86,0.0445110920689326,0.0761318057889492,-0.057847415764866364,0.2082641495631329,0.0,0.0,0.1002382746012021,0.0,0.2654625172906601,0.0,0.5389469703580944,0.0,0.7441037304155026,0.1680795746082041,0.1931306693630912,0.0582902009764623,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Photocure ASA,Pharmaceuticals,Health Care,204.47,134.03,34.04,0.0,0.0,2.29,248.06,-21.03,134.72,8.22,148.49,31.34,0.0,210.06,0.0,10.400000000000006,-31.22,6.57,0.0,0.0,35.050000000000004,270.58,259.32,0.1351611908067253,-21.03,-6.09,5.77000000000001,-0.0234844979176307,-0.0810967144840351,0.0222505013111214,0.0088307882153324,19.19,0.0740012339966065,True,4,431,2015.0,2016-06-01,2016-06-30,2016-02-10,2.4905,True,True,0.0096039642140984,431,0.0376190726673504,0.0305071325689062,0.0449682306420681,0.1403698236959734,8000
PLAZb.ST,2015,2016,0.0685668581400421,0.0685668581400421,0.0056765399936511,0.0056765399936511,0.0056765399936511,3754.71,0.0685668581400421,0.0687215230223209,0.06794516922321578,0.0162307693686003,0.0,0.0,0.0,0.0,2.7266744417886457e-11,0.0,0.4100425459734987,0.0,0.9984457777079342,0.1680795746082041,0.1931306693630912,0.0002638479526664,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,303.19,237.05,243.95,0.0,28.47,10244.71,10610.69,280.62,563.24,144.95,33.46,0.0,130.22,3713.31,0.0,185.58,145.51,99.22,0.0,17.54,-41.610000000000014,8154.64,9382.665,-0.0044347741286723,280.62,176.18,81.07999999999998,0.0187771811100577,0.0299083469355454,0.00864146806904,1.0918763485640806,360.77,0.0384506960442475,True,8,435,2015.0,2016-04-29,2016-06-30,2016-02-11,331.066483625949,True,True,0.0352849093115814,435,0.0376190726673504,0.0042880321360879,0.0019416675344057,0.013358021121692,8000
PNDORA.CO,2015,2016,0.8647913862377852,0.8647913862377852,0.0499738779878166,0.0499738779878166,0.0499738779878166,137184.43,0.8647913862377852,0.7897859609589274,0.82172886079937,0.1350834960882552,0.0,0.0,0.9999792227130544,0.0,0.999999835776238,0.0,1.5937233085830123e-09,0.0,0.8923436864039621,0.1680795746082041,0.1931306693630912,0.0204490166663935,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Pandora A/S,Textiles & Apparel,Consumer Discretionary,7187.05,1143.6,5251.04,330.6,393.63,1591.26,17123.11,4058.76,20074.29,5450.05,7650.950000000001,0.0,143.92000000000002,7897.13,0.0,1748.1900000000005,-229.47000000000003,1568.88,318.46000000000004,-386.99,340.25000000000045,12815.32,14969.215,0.0227299828347712,4058.76,4846.05,6684.300000000001,0.3237344109226837,0.2711404706258812,0.4465364416236924,0.1063021674817283,8149.13,0.5443926084300346,True,1,437,2015.0,2016-05-13,2016-06-30,2016-02-09,7764.20386757516,True,True,0.5186780915081493,437,0.0376190726673504,0.0189967582111842,0.0251053465052952,0.0856501431818704,8000
PON1V.HE,2015,2016,0.8324410756563837,0.8324410756563837,0.0290761383774832,0.0290761383774832,0.0290761383774832,4935.18,0.8324410756563837,0.806372648366332,0.8167457487905597,0.0815525840399104,0.0,0.0,0.999999999918313,0.0,0.9999999999999996,0.0,2.4359833647091592e-21,0.0,0.96076168283544,0.1680795746082041,0.1931306693630912,0.0069224492217034,0.1694981957481519,0.311129823765845,0.1750082754096685,0.0648754044398215,1,Ponsse Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1734.44,254.35,1051.08,184.22,18.3,569.22,2569.52,393.4,4131.79,2587.64,594.28,8.54,16.12,1131.96,0.0,505.4100000000001,139.38,280.9699999999999,50.34,10.96,146.36000000000018,1860.17,2214.8450000000003,0.0660813736401419,393.4,313.14,865.77,0.1413823540699236,0.1776196528425239,0.3908941709239246,0.2570021829970043,499.15,0.2253656576419568,True,5,440,2015.0,2016-04-20,2016-06-30,2016-02-16,505.937132207602,True,True,0.2284300401191062,440,0.0376190726673504,0.0114030758747119,0.0143620018444608,0.0501702398139033,8000
