Source,Ticker,Month,Currency,LocalValue,FXRate_EoM,NOKValue,ExDate,DPS_UNADJUSTED,AdjustmentFactor,DPS_LOCAL,InstrumentCurrency,AdjustmentBasis,FXRate,FXDate,FXSource,DPS_NOK
prices,20202.OL,2026-03,NOK,2.396022,1.0,2.396022,,,,,,,,,,
prices,8TRA.ST,2026-03,SEK,336.6,1.0246,344.88036,,,,,,,,,,
prices,AAB.CO,2005-01,DKK,1856.425032,1.11,2060.6317855200004,,,,,,,,,,
prices,AAB.CO,2015-08,DKK,161.729048,1.254,202.808226192,,,,,,,,,,
prices,AAB.CO,2026-03,DKK,25.0,1.5004,37.51,,,,,,,,,,
prices,ABL.OL,2015-08,NOK,7.348904,1.0,7.348904,,,,,,,,,,
prices,ABL.OL,2026-03,NOK,11.35,1.0,11.35,,,,,,,,,,
prices,ACG1V.HE,2005-01,EUR,31.796938,8.26,262.64270788,,,,,,,,,,
prices,ACG1V.HE,2015-08,EUR,1.07,9.3585,10.013595,,,,,,,,,,
prices,ACG1V.HE,2026-03,EUR,4.42,11.2125,49.55925,,,,,,,,,,
prices,AFGA.OL,2005-01,NOK,11.419595,1.0,11.419595,,,,,,,,,,
prices,AFGA.OL,2015-08,NOK,101.507513,1.0,101.507513,,,,,,,,,,
prices,AFGA.OL,2026-03,NOK,170.0,1.0,170.0,,,,,,,,,,
prices,AFK.OL,2005-01,NOK,18.129336,1.0,18.129336,,,,,,,,,,
prices,AFK.OL,2015-08,NOK,59.345247,1.0,59.345247,,,,,,,,,,
prices,AFK.OL,2026-03,NOK,160.0,1.0,160.0,,,,,,,,,,
prices,AKAST.OL,2005-01,NOK,6.46751,1.0,6.46751,,,,,,,,,,
prices,AKAST.OL,2015-08,NOK,10.773233,1.0,10.773233,,,,,,,,,,
prices,AKAST.OL,2026-03,NOK,15.32,1.0,15.32,,,,,,,,,,
prices,AKBM.OL,2026-03,NOK,105.4,1.0,105.4,,,,,,,,,,
prices,AKH.OL,2026-03,NOK,0.0205,1.0,0.0205,,,,,,,,,,
prices,AKRBP.OL,2015-08,NOK,48.38,1.0,48.38,,,,,,,,,,
prices,AKRBP.OL,2026-03,NOK,361.1,1.0,361.1,,,,,,,,,,
prices,AKSOA.OL,2015-08,NOK,19.671849,1.0,19.671849,,,,,,,,,,
prices,AKSOA.OL,2026-03,NOK,41.462113,1.0,41.462113,,,,,,,,,,
prices,AKVA.OL,2015-08,NOK,28.1,1.0,28.1,,,,,,,,,,
prices,AKVA.OL,2026-03,NOK,106.5,1.0,106.5,,,,,,,,,,
prices,ALVO.IC,2026-03,ISK,428.0,0.0781,33.4268,,,,,,,,,,
prices,ARCHA.OL,2015-08,NOK,158.571976,1.0,158.571976,,,,,,,,,,
prices,ARCHA.OL,2026-03,NOK,27.1,1.0,27.1,,,,,,,,,,
prices,ARRA.OL,2005-01,NOK,3650.024429,1.0,3650.024429,,,,,,,,,,
prices,ARRA.OL,2015-08,NOK,851.990341,1.0,851.990341,,,,,,,,,,
prices,ARRA.OL,2026-03,NOK,6.88,1.0,6.88,,,,,,,,,,
prices,ASA.OL,2026-03,NOK,1.183,1.0,1.183,,,,,,,,,,
prices,ATEA.OL,2005-01,NOK,24.525366,1.0,24.525366,,,,,,,,,,
prices,ATEA.OL,2015-08,NOK,65.385891,1.0,65.385891,,,,,,,,,,
prices,ATEA.OL,2026-03,NOK,141.4,1.0,141.4,,,,,,,,,,
prices,AUSS.OL,2015-08,NOK,49.0,1.0,49.0,,,,,,,,,,
prices,AUSS.OL,2026-03,NOK,103.4,1.0,103.4,,,,,,,,,,
prices,AUTO.OL,2026-03,NOK,9.395,1.0,9.395,,,,,,,,,,
prices,AZT.OL,2015-08,NOK,14.35,1.0,14.35,,,,,,,,,,
prices,AZT.OL,2026-03,NOK,19.5,1.0,19.5,,,,,,,,,,
prices,BAKKA.OL,2015-08,NOK,251.736408,1.0,251.736408,,,,,,,,,,
prices,BAKKA.OL,2026-03,NOK,452.8,1.0,452.8,,,,,,,,,,
prices,BEWI.OL,2026-03,NOK,13.96,1.0,13.96,,,,,,,,,,
prices,BNOR.OL,2015-08,NOK,17.5,1.0,17.5,,,,,,,,,,
prices,BNOR.OL,2026-03,NOK,563.0,1.0,563.0,,,,,,,,,,
prices,BONHR.OL,2005-01,NOK,70.0,1.0,70.0,,,,,,,,,,
prices,BONHR.OL,2015-08,NOK,62.0,1.0,62.0,,,,,,,,,,
prices,BONHR.OL,2026-03,NOK,239.5,1.0,239.5,,,,,,,,,,
prices,BOR.OL,2005-01,NOK,851.086873,1.0,851.086873,,,,,,,,,,
prices,BOR.OL,2015-08,NOK,603.634847,1.0,603.634847,,,,,,,,,,
prices,BOR.OL,2026-03,NOK,16.2,1.0,16.2,,,,,,,,,,
prices,BOUV.OL,2015-08,NOK,8.823353,1.0,8.823353,,,,,,,,,,
prices,BOUV.OL,2026-03,NOK,50.5,1.0,50.5,,,,,,,,,,
prices,BRGB.OL,2015-08,NOK,52.0,1.0,52.0,,,,,,,,,,
prices,BRGB.OL,2026-03,NOK,174.8,1.0,174.8,,,,,,,,,,
prices,BWE.OL,2026-03,NOK,62.0,1.0,62.0,,,,,,,,,,
prices,BWLPG.OL,2015-08,NOK,53.2,1.0,53.2,,,,,,,,,,
prices,BWLPG.OL,2026-03,NOK,171.2,1.0,171.2,,,,,,,,,,
prices,CADLR.OL,2026-03,NOK,56.2,1.0,56.2,,,,,,,,,,
prices,CAPSL.OL,2026-03,NOK,4.82,1.0,4.82,,,,,,,,,,
prices,CAVEN.OL,2026-03,NOK,6.25,1.0,6.25,,,,,,,,,,
prices,CLOUD.OL,2026-03,NOK,13.24,1.0,13.24,,,,,,,,,,
prices,CONTX.OL,2005-01,NOK,1.600337,1.0,1.600337,,,,,,,,,,
prices,CONTX.OL,2015-08,NOK,2.101045,1.0,2.101045,,,,,,,,,,
prices,CONTX.OL,2026-03,NOK,3.44,1.0,3.44,,,,,,,,,,
prices,CRNA.OL,2015-08,NOK,439.693025,1.0,439.693025,,,,,,,,,,
prices,CRNA.OL,2026-03,NOK,10.3,1.0,10.3,,,,,,,,,,
prices,DNO.OL,2005-01,NOK,1.773594,1.0,1.773594,,,,,,,,,,
prices,DNO.OL,2015-08,NOK,9.525,1.0,9.525,,,,,,,,,,
prices,DNO.OL,2026-03,NOK,21.92,1.0,21.92,,,,,,,,,,
prices,DOFG.OL,2026-03,NOK,139.0,1.0,139.0,,,,,,,,,,
prices,EIOF.OL,2015-08,NOK,9.770481,1.0,9.770481,,,,,,,,,,
prices,EIOF.OL,2026-03,NOK,16.6,1.0,16.6,,,,,,,,,,
prices,ELABS.OL,2026-03,NOK,2.77,1.0,2.77,,,,,,,,,,
prices,ELK.OL,2026-03,NOK,28.28,1.0,28.28,,,,,,,,,,
prices,ELMRA.OL,2026-03,NOK,35.2,1.0,35.2,,,,,,,,,,
prices,ELO.OL,2026-03,NOK,36.25,1.0,36.25,,,,,,,,,,
prices,EMGS.OL,2015-08,NOK,16.888661,1.0,16.888661,,,,,,,,,,
prices,EMGS.OL,2026-03,NOK,0.339,1.0,0.339,,,,,,,,,,
prices,ENDUR.OL,2015-08,NOK,35.526472,1.0,35.526472,,,,,,,,,,
prices,ENDUR.OL,2026-03,NOK,104.0,1.0,104.0,,,,,,,,,,
prices,ENH.OL,2015-08,NOK,2385.366762,1.0,2385.366762,,,,,,,,,,
prices,ENH.OL,2026-03,NOK,8.82,1.0,8.82,,,,,,,,,,
prices,ENSU.OL,2015-08,NOK,1085.612533,1.0,1085.612533,,,,,,,,,,
prices,ENSU.OL,2026-03,NOK,0.674,1.0,0.674,,,,,,,,,,
prices,ENTRA.OL,2015-08,NOK,69.75,1.0,69.75,,,,,,,,,,
prices,ENTRA.OL,2026-03,NOK,104.8,1.0,104.8,,,,,,,,,,
prices,ENVIP.OL,2026-03,NOK,51.4,1.0,51.4,,,,,,,,,,
prices,EPR.OL,2015-08,NOK,39.98075,1.0,39.98075,,,,,,,,,,
prices,EPR.OL,2026-03,NOK,91.3,1.0,91.3,,,,,,,,,,
prices,EQNR.OL,2005-01,NOK,96.5,1.0,96.5,,,,,,,,,,
prices,EQNR.OL,2015-08,NOK,123.9,1.0,123.9,,,,,,,,,,
prices,EQNR.OL,2026-03,NOK,420.4,1.0,420.4,,,,,,,,,,
prices,EQVA.OL,2015-08,NOK,1.692205,1.0,1.692205,,,,,,,,,,
prices,EQVA.OL,2026-03,NOK,3.44,1.0,3.44,,,,,,,,,,
prices,FRO.OL,2005-01,NOK,1210.30624,1.0,1210.30624,,,,,,,,,,
prices,FRO.OL,2015-08,NOK,108.9,1.0,108.9,,,,,,,,,,
prices,FRO.OL,2026-03,NOK,339.9,1.0,339.9,,,,,,,,,,
prices,GENT.OL,2026-03,NOK,38.1,1.0,38.1,,,,,,,,,,
prices,GOD.OL,2005-01,NOK,6.1,1.0,6.1,,,,,,,,,,
prices,GOD.OL,2015-08,NOK,12.2,1.0,12.2,,,,,,,,,,
prices,GOD.OL,2026-03,NOK,10.85,1.0,10.85,,,,,,,,,,
prices,GSFG.OL,2015-08,NOK,13.149977,1.0,13.149977,,,,,,,,,,
prices,GSFG.OL,2026-03,NOK,39.346793,1.0,39.346793,,,,,,,,,,
prices,GYL.OL,2005-01,NOK,330.0,1.0,330.0,,,,,,,,,,
prices,GYL.OL,2015-08,NOK,250.0,1.0,250.0,,,,,,,,,,
prices,GYL.OL,2026-03,NOK,430.0,1.0,430.0,,,,,,,,,,
prices,HAFNI.OL,2026-03,NOK,74.58,1.0,74.58,,,,,,,,,,
prices,HAUTO.OL,2026-03,NOK,138.9,1.0,138.9,,,,,,,,,,
prices,HAVI.OL,2015-08,NOK,108.566325,1.0,108.566325,,,,,,,,,,
prices,HAVI.OL,2026-03,NOK,1.34,1.0,1.34,,,,,,,,,,
prices,HBC.OL,2015-08,NOK,3.737014,1.0,3.737014,,,,,,,,,,
prices,HBC.OL,2026-03,NOK,1.425,1.0,1.425,,,,,,,,,,
prices,HEX.OL,2005-01,NOK,1.937358,1.0,1.937358,,,,,,,,,,
prices,HEX.OL,2015-08,NOK,10.41501,1.0,10.41501,,,,,,,,,,
prices,HEX.OL,2026-03,NOK,10.06,1.0,10.06,,,,,,,,,,
prices,HPUR.OL,2026-03,NOK,1.054,1.0,1.054,,,,,,,,,,
prices,HSHP.OL,2026-03,NOK,127.4,1.0,127.4,,,,,,,,,,
prices,HYPRO.OL,2026-03,NOK,1.686,1.0,1.686,,,,,,,,,,
